lon,lat,R,Time,L0,lonC,X,Y,Z,T
-42.4099,-31.9071,1.16063,21:40:05,307.78363,265.37373,-0.079467552,-0.982056006,-0.613443482,21.66666667
-42.8543,-32.0407,1.17411,21:40:05,307.78363,264.92933,-0.087965423,-0.991364524,-0.622890646,21.66666667
-41.9975,-31.642,1.17846,21:45:05,307.73785,265.74035,-0.074519572,-1.000501852,-0.618232034,21.75
-41.085,-31.2307,1.1837,21:45:05,307.73785,266.65285,-0.059095883,-1.010439327,-0.613730994,21.75
-40.7553,-31.5576,1.18316,21:50:05,307.69207,266.93677,-0.05387552,-1.006747217,-0.619213255,21.83333333
-42.0419,-31.65,1.18325,21:50:05,307.69207,265.65017,-0.076396927,-1.004363076,-0.620885564,21.83333333
-39.0863,-30.7082,1.19137,21:55:05,307.64629,268.55999,-0.025741316,-1.023991646,-0.608392119,21.91666667
-40.2837,-30.8039,1.19218,21:55:05,307.64629,267.36259,-0.047119289,-1.022908579,-0.610516965,21.91666667
-38.2231,-29.7151,1.20915,21:55:05,307.64629,269.42319,-0.010571905,-1.050094658,-0.599360631,21.91666667
-41.4526,-30.8087,1.20624,21:55:05,307.64629,266.19369,-0.068774799,-1.033732702,-0.617803905,21.91666667
-39.4754,-31.1195,1.19789,22:00:05,307.60051,268.12511,-0.033551554,-1.024954131,-0.619099164,22
-38.8868,-30.6557,1.21504,22:00:05,307.60051,268.71371,-0.023463533,-1.04497083,-0.619522097,22
-40.3378,-31.2539,1.19847,22:00:05,307.60051,267.26271,-0.048928684,-1.023374908,-0.621803927,22
-38.2285,-30.3953,1.21786,22:05:05,307.55473,269.32623,-0.012352739,-1.050398815,-0.616192111,22.08333333
-37.3222,-29.7824,1.21064,22:05:05,307.55473,270.23253,0.004264311,-1.050727681,-0.601333822,22.08333333
-37.1824,-29.7354,1.23367,22:10:05,307.50895,270.32655,0.006105288,-1.07120939,-0.611894466,22.16666667
-38.7226,-30.6799,1.22765,22:10:05,307.50895,268.78635,-0.022362852,-1.055580598,-0.626397659,22.16666667
-37.8766,-29.9281,1.22532,22:10:05,307.50895,269.63235,-0.006814018,-1.061904372,-0.611327879,22.16666667
-40.6592,-31.7672,1.22375,22:10:05,307.50895,266.84975,-0.057176083,-1.038852945,-0.64426665,22.16666667
-39.2049,-30.9856,1.25092,22:15:05,307.46317,268.25827,-0.032595077,-1.071914143,-0.644001923,22.25
-37.9467,-30.2435,1.25262,22:15:05,307.46317,269.51647,-0.009132186,-1.082090678,-0.6309146,22.25
-37.2231,-30.0637,1.24602,22:15:05,307.46317,270.24007,0.004518461,-1.078382194,-0.624209314,22.25
-35.9814,-29.3606,1.25083,22:20:05,307.41739,271.43599,0.02731961,-1.089819992,-0.613287626,22.33333333
-36.8633,-29.9405,1.25958,22:20:05,307.41739,270.55409,0.010555222,-1.09143067,-0.628656867,22.33333333
-37.6854,-30.3927,1.25498,22:20:05,307.41739,269.73199,-0.005063631,-1.082506465,-0.634924336,22.33333333
-34.48,-28.7162,1.27981,22:25:05,307.37161,272.89161,0.056621703,-1.120977516,-0.614912212,22.41666667
-35.5383,-29.025,1.28688,22:25:05,307.37161,271.83331,0.035999078,-1.124682292,-0.62438285,22.41666667
-36.614,-29.7364,1.27507,22:25:05,307.37161,270.75761,0.014639375,-1.107067626,-0.632447993,22.41666667
-36.1443,-29.3384,1.2903,22:30:05,307.32582,271.18152,0.023193478,-1.124568378,-0.632204173,22.5
-35.3765,-28.9305,1.2908,22:30:05,307.32582,271.94932,0.038427889,-1.129063615,-0.624422366,22.5
-36.9445,-29.4739,1.28339,22:35:05,307.28004,270.33554,0.006543144,-1.117274404,-0.631462577,22.58333333
-36.7638,-29.5646,1.29463,22:35:05,307.28004,270.51624,0.010145844,-1.126023393,-0.638776343,22.58333333
-37.5833,-30.1702,1.29236,22:35:05,307.28004,269.69674,-0.005913672,-1.117276495,-0.649501833,22.58333333
-34.3189,-28.1941,1.34593,22:40:05,307.23426,272.91536,0.060332881,-1.184702964,-0.635898102,22.66666667
-35.6958,-29.0554,1.32384,22:40:05,307.23426,271.53846,0.031069418,-1.156818287,-0.642929613,22.66666667
-36.7456,-29.9007,1.32091,22:40:05,307.23426,270.48866,0.009765994,-1.145042894,-0.65847143,22.66666667
-37.9526,-30.4284,1.3154,22:40:05,307.23426,269.28166,-0.0142198,-1.134131262,-0.666199098,22.66666667
-35.3504,-28.7829,1.34126,22:45:05,307.18848,271.83808,0.037705752,-1.174943029,-0.645806118,22.75
-36.1795,-29.5096,1.34544,22:45:05,307.18848,271.00898,0.020618516,-1.170718793,-0.66272255,22.75
-37.1198,-30.0895,1.33818,22:45:05,307.18848,270.06868,0.001387907,-1.157850464,-0.670899462,22.75
-38.097,-30.5449,1.32436,22:45:05,307.18848,269.09148,-0.018085039,-1.140436715,-0.673057532,22.75
-36.6009,-29.9385,1.35473,22:50:05,307.1427,270.5418,0.011100999,-1.173904501,-0.676105291,22.83333333
-37.7299,-30.5708,1.34385,22:50:05,307.1427,269.4128,-0.011857972,-1.156995888,-0.683485717,22.83333333
-39.4207,-31.4496,1.33935,22:50:05,307.1427,267.722,-0.045416159,-1.141695785,-0.698803641,22.83333333
-35.788,-28.7583,1.36269,22:55:05,307.09692,271.30892,0.02728849,-1.194300106,-0.655611647,22.91666667
-36.3961,-29.7346,1.38483,22:55:05,307.09692,270.70082,0.014708059,-1.202402468,-0.686852319,22.91666667
-36.7464,-30.1666,1.38182,22:55:05,307.09692,270.35052,0.007308665,-1.194654839,-0.694386716,22.91666667
-38.1906,-30.991,1.36956,22:55:05,307.09692,268.90632,-0.022409332,-1.173838949,-0.705191135,22.91666667
-34.7875,-28.5909,1.41649,23:00:05,307.05114,272.26364,0.049125722,-1.242791227,-0.677864698,23
-36.5758,-29.643,1.39217,23:00:05,307.05114,270.47534,0.010038082,-1.209926699,-0.688559313,23
-37.756,-30.3938,1.37735,23:00:05,307.05114,269.29514,-0.01461528,-1.187968716,-0.696857049,23
-37.0205,-29.6884,1.39044,23:05:05,307.00536,269.98486,-0.000319184,-1.207919411,-0.688661012,23.08333333
-36.1035,-29.142,1.39133,23:05:05,307.00536,270.90186,0.019127121,-1.21505863,-0.677543982,23.08333333
-35.3138,-28.7585,1.39803,23:05:05,307.00536,271.69156,0.03617821,-1.225056446,-0.672618556,23.08333333
-38.1476,-30.6437,1.38009,23:05:05,307.00536,268.85776,-0.023669567,-1.187129354,-0.703428786,23.08333333
-39.8041,-31.891,1.36799,23:05:05,307.00536,267.20126,-0.056713413,-1.160112895,-0.722715919,23.08333333
-35.9026,-29.4067,1.43079,23:10:05,306.95958,271.05698,0.022992783,-1.246229777,-0.702525942,23.16666667
-37.3139,-30.5215,1.41846,23:10:05,306.95958,269.64568,-0.007556344,-1.2218929,-0.720381436,23.16666667
-38.7152,-31.2154,1.3967,23:10:05,306.95958,268.24438,-0.036595143,-1.193932042,-0.723849407,23.16666667
-37.5231,-30.7356,1.43387,23:15:05,306.9138,269.3907,-0.013106105,-1.2323916,-0.732818089,23.25
-39.0232,-31.9132,1.41866,23:15:05,306.9138,267.8906,-0.044324866,-1.203413406,-0.749951782,23.25
-40.1048,-32.347,1.41636,23:15:05,306.9138,266.809,-0.066606886,-1.194718548,-0.757817104,23.25
-36.7246,-30.3396,1.43052,23:15:05,306.9138,270.1892,0.004076861,-1.234598748,-0.722590327,23.25
-36.4775,-30.4989,1.48942,23:20:05,306.86802,270.39052,0.008747013,-1.283312408,-0.75591315,23.33333333
-35.2446,-29.7705,1.49799,23:20:05,306.86802,271.62342,0.036837437,-1.299765191,-0.743792641,23.33333333
-37.6539,-31.3586,1.48882,23:20:05,306.86802,269.21412,-0.017437449,-1.271224064,-0.774771132,23.33333333
-40.079,-32.6357,1.48299,23:20:05,306.86802,266.78902,-0.069951661,-1.246889765,-0.799769979,23.33333333
-35.8664,-30.8352,1.53295,23:30:05,306.77646,270.91006,0.020905995,-1.316094061,-0.78574491,23.5
-34.6246,-29.799,1.54896,23:30:05,306.77646,272.15186,0.050470334,-1.343199542,-0.769769327,23.5
-37.437,-31.677,1.54359,23:30:05,306.77646,269.33946,-0.015143965,-1.313541721,-0.810585527,23.5
-38.7769,-31.995,1.53198,23:30:05,306.77646,267.99956,-0.045353616,-1.298471738,-0.811712335,23.5
-34.3775,-28.783,1.53156,23:30:05,306.77646,272.39896,0.056186817,-1.341158684,-0.737436411,23.5
-35.3643,-29.8787,1.54205,23:35:05,306.73068,271.36638,0.031883525,-1.33670361,-0.768196004,23.58333333
-37.515,-31.2863,1.56844,23:35:05,306.73068,269.21568,-0.0183476,-1.340236623,-0.814514085,23.58333333
-40.1054,-32.7022,1.53121,23:35:05,306.73068,266.62528,-0.075848625,-1.286263573,-0.827270856,23.58333333
-34.2053,-29.1208,1.56531,23:35:05,306.73068,272.52538,0.06025239,-1.366119884,-0.761762107,23.58333333
-34.7129,-29.9145,1.57264,23:40:05,306.6849,271.972,0.046906389,-1.362310776,-0.784286752,23.66666667
-33.4067,-28.7161,1.59748,23:40:05,306.6849,273.2782,0.080115473,-1.398715287,-0.767541143,23.66666667
-34.0323,-29.2884,1.60526,23:45:05,306.63912,272.60682,0.063677245,-1.398608109,-0.785302638,23.75
-33.1042,-28.6237,1.6084,23:45:05,306.63912,273.53492,0.087048957,-1.409143084,-0.770512044,23.75
-36.0657,-30.5729,1.5782,23:45:05,306.63912,270.57342,0.013598763,-1.358734847,-0.80272656,23.75
-37.5556,-31.6592,1.58445,23:45:05,306.63912,269.08352,-0.0215717,-1.348487669,-0.831623395,23.75
-35.0072,-29.6793,1.61939,23:50:05,306.59334,271.58614,0.038943942,-1.406403884,-0.801832561,23.83333333
-37.2682,-30.9963,1.59835,23:50:05,306.59334,269.32514,-0.016137466,-1.370011474,-0.823122631,23.83333333
-34.0058,-29.0177,1.61979,23:50:05,306.59334,272.58754,0.06394703,-1.415013389,-0.785727389,23.83333333
-36.4843,-31.8466,1.61548,23:55:05,306.54755,270.06325,0.001514901,-1.372290986,-0.852402947,23.91666667
-38.059,-32.5732,1.59468,23:55:05,306.54755,268.48855,-0.035446189,-1.343376157,-0.858538509,23.91666667
-34.9858,-30.8072,1.59193,23:55:05,306.54755,271.56175,0.037264854,-1.366793677,-0.815308224,23.91666667
-32.1376,-30.2454,1.61059,23:55:05,306.54755,274.40995,0.106983925,-1.387230752,-0.811261628,23.91666667
-34.1559,-30.2258,1.6561,0:05:05,306.45599,272.30009,0.057428844,-1.429797365,-0.833695768,24.08333333
-37.0515,-31.6854,1.62533,0:05:05,306.45599,269.40449,-0.014374794,-1.382991703,-0.853712436,24.08333333
-28.7178,-28.5691,1.65343,0:05:05,306.45599,277.73819,0.195521805,-1.438886642,-0.790700461,24.08333333
-31.8973,-29.9715,1.6411,0:05:05,306.45599,274.55869,0.112992455,-1.417144824,-0.81984295,24.08333333
-33.651,-30.754,1.62978,0:05:05,306.45599,272.80499,0.068540099,-1.398907133,-0.833393027,24.08333333
-36.0424,-31.4232,1.64963,0:10:05,306.41021,270.36781,0.009036629,-1.407665866,-0.860043188,24.16666667
-33.0694,-29.1182,1.67728,0:10:05,306.41021,273.34081,0.085390591,-1.462811298,-0.816186101,24.16666667
-34.8145,-31.7921,1.67345,0:15:05,306.36443,271.54993,0.038472503,-1.421854103,-0.881638066,24.25
-36.9198,-32.2457,1.66701,0:15:05,306.36443,269.44463,-0.01366603,-1.409837258,-0.889434925,24.25
-32.5109,-30.7944,1.69135,0:15:05,306.36443,273.85353,0.097642821,-1.449601651,-0.865901701,24.25
-33.6803,-30.9668,1.6791,0:15:05,306.36443,272.68413,0.067424124,-1.438190886,-0.863966303,24.25
-36.9597,-31.825,1.72053,0:15:05,306.36443,269.40473,-0.015187712,-1.461791242,-0.907281202,24.25
-32.6174,-30.6166,1.70727,0:15:05,306.36443,273.74703,0.096018673,-1.466126353,-0.869496857,24.25
-32.5229,-30.5359,1.74484,0:20:05,306.31865,273.79575,0.09948849,-1.499553174,-0.886515057,24.33333333
-34.4612,-31.4715,1.73101,0:20:05,306.31865,271.85745,0.047853763,-1.475602614,-0.903715974,24.33333333
-35.7115,-32.3869,1.71651,0:20:05,306.31865,270.60715,0.015359806,-1.449426197,-0.919420663,24.33333333
-31.1582,-29.7847,1.74102,0:20:05,306.31865,275.16045,0.135909598,-1.504903391,-0.864838139,24.33333333
-31.9445,-29.6891,1.84601,0:25:05,306.27287,274.32837,0.121033427,-1.599102563,-0.914316588,24.41666667
-32.5845,-30.2589,1.85078,0:25:05,306.27287,273.68837,0.10283912,-1.595313391,-0.932623134,24.41666667
-31.608,-30.549,1.84434,0:35:05,306.18131,274.57331,0.126645317,-1.583278948,-0.93743201,24.58333333
