lon,lat,R,Time,L0,lonC,X,Y,Z,T
91.645,-49.9052,1.19568,5:00:05,153.02145,244.66645,-0.329508531,-0.696025533,-0.914671115,5
93.1623,-48.9508,1.19847,5:00:05,153.02145,246.18374999999997,-0.317811912,-0.720022922,-0.903821288,5
94.1808,-48.3601,1.25283,5:15:05,152.88425,247.06505,-0.324389612,-0.766632828,-0.93628441,5.25
92.8797,-49.2241,1.2425,5:15:05,152.88425,245.76395000000002,-0.333109739,-0.739957245,-0.940907768,5.25
89.5991,-49.8423,1.23876,5:15:05,152.88425,242.48335000000003,-0.369082289,-0.70849772,-0.94675001,5.25
93.5898,-48.1712,1.26117,5:30:05,152.74706,246.33686,-0.337576007,-0.770365784,-0.939749311,5.5
93.1263,-48.6523,1.25029,5:30:05,152.74706,245.87336,-0.337621358,-0.753821482,-0.938610716,5.5
95.0793,-48.7508,1.23654,5:30:05,152.74706,247.82636000000002,-0.307704194,-0.754998834,-0.929691379,5.5
95.4881,-47.5213,1.28648,5:45:05,152.60986,248.09796,-0.324073258,-0.806074621,-0.948815587,5.75
94.786,-47.8251,1.27204,5:45:05,152.60986,247.39586,-0.328261532,-0.788437102,-0.942707306,5.75
94.537,-48.2481,1.26538,5:45:05,152.60986,247.14686,-0.327250487,-0.776481433,-0.944018139,5.75
96.4391,-47.7491,1.2543,5:45:05,152.60986,249.04896,-0.301561815,-0.787606352,-0.92844235,5.75
94.371,-47.1975,1.31309,6:00:05,152.47266,246.84366,-0.350853764,-0.820328984,-0.963414419,6
94.902,-46.9045,1.3165,6:00:05,152.47266,247.37466,-0.346023346,-0.83023256,-0.961329283,6
94.649,-46.5449,1.30096,6:00:05,152.47266,247.12166,-0.347869469,-0.824391663,-0.94438453,6
91.719,-48.4851,1.27425,6:00:05,152.47266,244.19165999999998,-0.367703277,-0.760348294,-0.95413722,6
89.9934,-46.5847,1.33039,6:15:05,152.33547,242.32887,-0.424621488,-0.809775886,-0.966383547,6.25
93.733,-45.432,1.33415,6:15:05,152.33547,246.06847,-0.379783497,-0.855758472,-0.950472596,6.25
91.7309,-46.91,1.31881,6:15:05,152.33547,244.06637,-0.394007921,-0.810216646,-0.96310257,6.25
93.6768,-44.2442,1.39161,6:30:05,152.19827,245.87507,-0.407465145,-0.909837446,-0.97095127,6.5
92.6803,-45.3133,1.3699,6:30:05,152.19827,244.87857000000002,-0.408980622,-0.872230732,-0.973947848,6.5
94.4829,-43.741,1.38781,6:30:05,152.19827,246.68117,-0.396898167,-0.92075416,-0.959531249,6.5
94.1302,-42.4456,1.46015,6:45:05,152.06108,246.19128,-0.434958639,-0.985776893,-0.985440471,6.75
91.4426,-44.2635,1.40964,6:45:05,152.06108,243.50368,-0.450376917,-0.903461659,-0.983871228,6.75
90.8446,-43.158,1.41352,6:45:05,152.06108,242.90568000000002,-0.469630812,-0.917963465,-0.966865434,6.75
87.4685,-43.2617,1.43911,7:00:05,151.92388,239.39238,-0.533597694,-0.90199062,-0.98626772,7
88.4776,-44.3545,1.42359,7:00:05,151.92388,240.40148,-0.502763931,-0.885077803,-0.995225704,7
91.2546,-42.0181,1.44652,7:00:05,151.92388,243.17847999999998,-0.484903928,-0.959051385,-0.968250346,7
90.8439,-42.1948,1.46935,7:00:05,151.92388,242.76778000000002,-0.49813699,-0.967930515,-0.986893855,7
89.9576,-43.3629,1.43872,7:00:05,151.92388,241.88148,-0.492965991,-0.922525452,-0.987849462,7
90.2681,-41.9239,1.45252,7:00:05,151.92388,242.19198,-0.504168428,-0.955916157,-0.970491034,7
89.6434,-42.74,1.43362,7:00:05,151.92388,241.56727999999998,-0.501317976,-0.925903995,-0.972958572,7
90.5436,-42.8593,1.46941,7:15:05,151.78669,242.33029,-0.500184623,-0.953936309,-0.999493176,7.25
92.9612,-40.9574,1.46399,7:15:05,151.78669,244.74788999999998,-0.471651688,-0.999949224,-0.959642097,7.25
83.0205,-42.7195,1.48958,7:30:05,151.64949,234.66998999999998,-0.632857899,-0.892825321,-1.010545597,7.5
81.8635,-43.5369,1.48726,7:30:05,151.64949,233.51299,-0.641118062,-0.866832278,-1.024456803,7.5
86.4065,-41.8613,1.47218,7:30:05,151.64949,238.05598999999998,-0.580107502,-0.930387953,-0.982429384,7.5
81.1085,-44.2492,1.46276,7:30:05,151.64949,232.75799,-0.634105933,-0.834133031,-1.020685343,7.5
82.7998,-39.2036,1.63052,7:45:05,151.5123,234.31210000000002,-0.737086293,-1.026221381,-1.030615809,7.75
83.6353,-39.6351,1.63707,7:45:05,151.5123,235.1476,-0.720470555,-1.034600967,-1.044280232,7.75
83.4865,-39.4565,1.62338,7:45:05,151.5123,234.99880000000002,-0.718955701,-1.026729382,-1.031645337,7.75
83.9144,-40.6354,1.5957,7:45:05,151.5123,235.4267,-0.687152981,-0.997078704,-1.039188784,7.75
81.7116,-39.9493,1.58256,7:45:05,151.5123,233.22390000000001,-0.726336708,-0.971759144,-1.016176809,7.75
