lon,lat,R,Time,L0,lonC,X,Y,Z,T
7.4058,27.8478,1.13204,05:07:05,103.29326,110.69906,-0.3537918306752677,0.9363293697040055,0.5288035680450186,5.116666666666666
7.23474,28.947,1.12805,05:07:05,103.29326,110.528,-0.34614859630057226,0.9244390121421592,0.5459766154413324,5.116666666666666
6.56963,29.6622,1.12507,05:07:05,103.29326,109.86289000000001,-0.3321727861822384,0.9194774928278717,0.5567808233074306,5.116666666666666
8.10002,27.2274,1.11828,05:07:05,103.29326,111.39328,-0.3627146624691181,0.9258583624071977,0.51163905713948,5.116666666666666
7.10171,26.5797,1.11934,05:17:05,103.20177,110.30348,-0.3473535280885544,0.9388433511625421,0.5008400184712894,5.283333333333333
6.55496,27.6939,1.12664,05:17:05,103.20177,109.75672999999999,-0.33720776219394816,0.9388546501043844,0.5236034383897072,5.283333333333333
6.54328,28.4763,1.12536,05:17:05,103.20177,109.74504999999999,-0.3341893695445751,0.9310473966319334,0.5365662495054069,5.283333333333333
6.68211,28.8685,1.15942,06:47:05,102.37835,109.06045999999999,-0.33157489519810385,0.9596725182473428,0.5597691336570549,6.783333333333333
6.40911,29.7109,1.15693,06:47:05,102.37835,108.78746,-0.32361622965815734,0.9512988561672566,0.573402168688529,6.783333333333333
5.80365,30.4735,1.15523,06:47:05,102.37835,108.182,-0.31067939228639907,0.945938206409232,0.5858631049689329,6.783333333333333
8.27085,29.6948,1.20266,07:27:05,102.01238,110.28322999999999,-0.3621646599415625,0.9799396721767067,0.5957735086285902,7.45
9.38491,30.1244,1.2008,07:27:05,102.01238,111.39729,-0.37892159205480325,0.9670285755171991,0.6026564537178959,7.45
9.0577,30.9834,1.19448,07:27:05,102.01238,111.07007999999999,-0.36815483652648884,0.9555810174936081,0.6149060137517236,7.45
8.12383,31.814,1.18861,07:27:05,102.01238,110.13620999999999,-0.34770868924647597,0.9483012094627559,0.6265917455999336,7.45
8.287,30.0362,1.22414,07:37:05,101.92089,110.20789,-0.36606651921789823,0.9945170313336651,0.6127396816715608,7.616666666666667
9.30399,30.517,1.21439,07:37:05,101.92089,111.22488,-0.37874461452986047,0.9752056713471877,0.6166599448941924,7.616666666666667
9.02798,31.3608,1.20824,07:37:05,101.92089,110.94887,-0.3688773591589566,0.9635275144495971,0.6287989506976739,7.616666666666667
8.86759,31.865,1.19987,07:37:05,101.92089,110.78847999999999,-0.3616776461342285,0.9527001064680306,0.6334349250890788,7.616666666666667
10.3161,30.1559,1.24451,07:47:05,101.8294,112.14550000000001,-0.40563909190617653,0.9966972556934062,0.6251852907024968,7.783333333333333
9.29118,30.9566,1.24186,07:47:05,101.8294,111.12058,-0.3837411993485406,0.9934259874767641,0.6387986841942925,7.783333333333333
8.85779,31.507,1.23566,07:47:05,101.8294,110.68719,-0.3721634485159468,0.9855683348528756,0.6457592899246963,7.783333333333333
8.51385,32.0475,1.22969,07:47:05,101.8294,110.34325000000001,-0.36234734122076406,0.9772843417874568,0.6525007400051741,7.783333333333333
9.63354,31.3451,1.27218,07:57:05,101.7379,111.37143999999999,-0.39593610276309565,1.011794152930094,0.6617772639077631,7.95
8.88898,31.9124,1.26332,07:57:05,101.7379,110.62688,-0.3777782770744027,1.0036329122350254,0.6678188176813659,7.95
9.79665,32.9296,1.25332,07:57:05,101.7379,111.53455,-0.3861349593503399,0.9785298919582303,0.6813149536827482,7.95
9.61666,33.6305,1.24833,07:57:05,101.7379,111.35455999999999,-0.37848265489178046,0.9680330763295681,0.6913686657478638,7.95
13.0353,33.1407,1.29812,08:07:05,101.64641,114.68171000000001,-0.45388768953038783,0.9876529696361543,0.709678174429545,8.116666666666667
10.4816,34.3891,1.27915,08:07:05,101.64641,112.12801,-0.3976134096120506,0.9778321216100065,0.7224767407635714,8.116666666666667
13.6678,32.408,1.30934,08:07:05,101.64641,115.31421,-0.47265536186978807,0.9992686364802963,0.7017338075385489,8.116666666666667
7.94838,36.0101,1.33128,08:17:05,101.55492,109.5033,-0.35953179779861616,1.0151006672766094,0.7826965951543914,8.283333333333333
11.9771,33.1094,1.357,08:17:05,101.55492,113.53201999999999,-0.45382566726812,1.0421345242316924,0.7412468530341491,8.283333333333333
11.4188,34.0096,1.34781,08:17:05,101.55492,112.97372,-0.4360760408348053,1.028642303293927,0.7538729963223288,8.283333333333333
11.7222,34.118,1.34426,08:17:05,101.55492,113.27712,-0.4397910496834541,1.0223069355340917,0.7539942372307761,8.283333333333333
10.0458,35.5593,1.40679,08:27:05,101.46343,111.50923,-0.4196114585727637,1.0647427115687838,0.818112025394806,8.45
9.7793,36.5182,1.40162,08:27:05,101.46343,111.24273,-0.4081303906548301,1.049899911255557,0.8340733690566493,8.45
10.6314,35.6399,1.42199,08:27:05,101.46343,112.09483,-0.4346848525524929,1.0707768706918426,0.8285780182051675,8.45
12.4911,39.2519,1.4474,08:37:05,101.37194,113.86304,-0.4534319256146208,1.0250118970616828,0.9158148610474867,8.616666666666667
13.6356,38.5351,1.46873,08:37:05,101.37194,115.00753999999999,-0.4856745830493961,1.0411747582668422,0.9150099097975813,8.616666666666667
13.6529,37.3739,1.48615,08:37:05,101.37194,115.02484,-0.49958899832242887,1.0701605131888454,0.902113701961443,8.616666666666667
6.5124,41.9177,1.5414,08:47:05,101.28045,107.79285,-0.3504851539780146,1.0921016522124003,1.0297514739372566,8.783333333333333
5.08023,41.9028,1.49598,08:47:05,101.28045,106.36068,-0.31363333171626434,1.068340955450527,0.9991185598033955,8.783333333333333
7.48167,40.5362,1.54045,08:47:05,101.28045,108.76212,-0.37655494660596994,1.1085246606564378,1.0011821269894425,8.783333333333333
5.93734,41.971,1.51916,08:47:05,101.28045,107.21779000000001,-0.3343284404033561,1.0788547389802599,1.0159449058474064,8.783333333333333
7.30773,44.1176,1.59706,08:57:05,101.18896,108.49669,-0.36374262653063,1.0873208659020321,1.1117667380429463,8.95
6.11305,44.0925,1.56746,08:57:05,101.18896,107.30201,-0.3348155075436798,1.0748360268935915,1.0906681176232609,8.95
10.1679,42.4391,1.59778,08:57:05,101.18896,111.35686,-0.4294190600162195,1.0981815135896529,1.0781918022804318,8.95
6.05391,43.8847,1.54853,08:57:05,101.18896,107.24287,-0.33083198330556496,1.0659214639936923,1.0734555381196047,8.95
10.5315,44.8429,1.70497,09:07:05,101.09747,111.62897,-0.44559291331780565,1.123778800778821,1.20228568294772,9.116666666666667
11.534,43.2719,1.70777,09:07:05,101.09747,112.63147000000001,-0.47847968042973654,1.1476964105307892,1.1706103184111267,9.116666666666667
8.64903,45.0992,1.67338,09:07:05,101.09747,109.7465,-0.39908199114805193,1.111748943037618,1.1853052249931433,9.116666666666667
7.82338,45.1988,1.66042,09:07:05,101.09747,108.92085,-0.37939051211648217,1.1067945699576334,1.1781609379148044,9.116666666666667
20.2296,44.0138,1.76135,09:17:05,101.00598,121.23558,-0.6568650008811362,1.0830945505887717,1.2238416513594932,9.283333333333333
12.4941,43.7084,1.76325,09:17:05,101.00598,113.50008,-0.508244487453203,1.1688778335158745,1.2183852895486984,9.283333333333333
