lon,lat,R,Time,L0,lonC,X,Y,Z,T
7.39572,32.0394,1.14003,6:16:08,102.64367,110.03939,-0.331147233,0.9078770434113203,0.6047885455223875,6.266666666666667
4.70295,35.2603,1.12569,6:16:08,102.64367,107.34662,-0.274051571,0.8773632815403364,0.649851817,6.266666666666667
2.47947,37.1243,1.11828,6:16:08,102.64367,105.12314,-0.232622846,0.8607562628068651,0.674933645,6.266666666666667
9.22796,29.5126,1.13728,6:16:08,102.64367,111.87163,-0.368696845,0.9184760810458732,0.5602411296639672,6.266666666666667
5.43047,35.0701,1.14732,6:36:08,102.46069,107.89116,-0.288477273,0.8936141984567465,0.659225083,6.6
7.4315,32.6758,1.15403,6:36:08,102.46069,109.89219,-0.330517441,0.9134333588338802,0.6230433061301008,6.6
8.15625,31.5991,1.15132,6:36:08,102.46069,110.61694,-0.345294238,0.9178163999753909,0.6032600497971988,6.6
7.92729,32.9561,1.16569,6:56:08,102.27771,110.205,-0.337821817,0.9179256135253507,0.6341310308660785,6.933333333333334
6.88333,34.4853,1.16043,6:56:08,102.27771,109.16104,-0.313949722,0.9035185205389973,0.6570294058496864,6.933333333333334
8.53856,31.5612,1.16797,6:56:08,102.27771,110.81627,-0.35366865,0.9302434663738258,0.6113260176986315,6.933333333333334
6.57808,35.8441,1.14257,6:56:08,102.27771,108.85579,-0.299330429,0.8764789176808109,0.6690681624090925,6.933333333333334
6.81214,35.5719,1.16764,7:16:08,102.09472,108.90686,-0.307745625,0.8985003632766182,0.6792443573663256,7.266666666666667
8.17683,33.5403,1.17858,7:16:08,102.09472,110.27154999999999,-0.340352412,0.9214980882635889,0.6511930017566712,7.266666666666667
10.1011,31.2647,1.18557,7:16:08,102.09472,112.19582,-0.382835414,0.9383052160371085,0.6153020332843882,7.266666666666667
11.4939,31.2067,1.25876,7:46:08,101.82025,113.31415,-0.426097203,0.9887144321504479,0.65219758,7.766666666666667
10.7762,33.604,1.22052,7:46:08,101.82025,112.59645,-0.390597214,0.9385134352087249,0.6754964238980051,7.766666666666667
9.24989,36.798,1.19123,7:46:08,101.82025,111.07014000000001,-0.342929969,0.8901046880285952,0.7135415849962563,7.766666666666667
13.0068,32.6005,1.33175,8:06:08,101.63727,114.64407,-0.46782228,1.0197394800407367,0.7175177836439903,8.1
11.7531,34.6524,1.30244,8:06:08,101.63727,113.39037,-0.425342511,0.9833619742902693,0.7405625765909306,8.1
9.89345,37.4875,1.2595,8:06:08,101.63727,111.53072,-0.366778284,0.9296588746553254,0.7665170037429602,8.1
8.41308,37.4607,1.34626,8:16:08,101.54577,109.95885000000001,-0.364768871,1.0044382180399785,0.8188183710448897,8.266666666666667
14.0848,33.5297,1.38658,8:16:08,101.54577,115.63057,-0.499983502,1.0421188019585774,0.7659040389125285,8.266666666666667
17.0297,31.0373,1.39425,8:16:08,101.54577,118.57547,-0.57141427,1.0491163612773187,0.7188697067420454,8.266666666666667
12.1476,36.813,1.45145,8:26:08,101.45428,113.60188,-0.465250222,1.0648204444541305,0.8697164793878553,8.433333333333334
12.0647,38.3119,1.41657,8:26:08,101.45428,113.51898,-0.443550536,1.0191730007342321,0.8781912558139551,8.433333333333334
10.3607,39.3629,1.40654,8:26:08,101.45428,111.81497999999999,-0.404111094,1.0095842202752296,0.8920698950449664,8.433333333333334
12.414,38.8743,1.51593,8:36:08,101.36279,113.77679,-0.475822259,1.0800181875652748,0.9514187603804584,8.6
12.974,38.1808,1.52085,8:36:08,101.36279,114.33679000000001,-0.49265899,1.0892533375085598,0.9401058498164147,8.6
11.6726,40.0753,1.48869,8:36:08,101.36279,113.03539,-0.445746663,1.048312559501224,0.9584094146210136,8.6
