       3.4368855       1.1878520       1.5278317
       3.5697186       1.7922983       1.3514526
       4.9044142       1.8424863       1.2737800
       1.0885082       1.9174713       1.2171403
       4.7541700       2.2015685       1.1631888
       4.0868042       1.2514449       1.1298074
       1.3492899       1.5874143       1.0702983
       1.5586043      0.90285295       1.0494438
       3.0335703      0.97334100       1.0503351
       2.1325579       1.5067048       1.0571839
       1.2725077       1.5749180       1.0542627
       2.6402206       1.9184530       1.0595915
       1.9561672       2.0938155       1.0566455
       5.8406014       2.1766286       1.0583241
       4.0773996      0.70944016       1.0323709
      0.82804715      0.85011295       1.0467453
       5.1283464      0.93403742       1.0327942
       4.0926855      0.93072817       1.0489833
       2.9143141      0.95964057       1.0464327
       4.0399561       1.4138167       1.0472783
       4.0344142       1.4420302       1.0330047
       2.9884999       1.4954913       1.0394181
       5.1110532       1.6297559       1.0331477
       1.9786525       2.0900184       1.0402228
       2.1818437       2.3929088       1.0347944
       2.1649160       2.3812276       1.0385924
       1.3490659     0.058986804       1.0195626
       2.9173785      0.32994198       1.0233097
       2.4495763      0.42235724       1.0206978
       1.5443538      0.45528542       1.0236729
       1.0458063      0.59836304       1.0177362
       4.2202788      0.63878701       1.0262694
       2.8737457      0.66463112       1.0227862
       4.7903883      0.69076933       1.0283412
       3.9723364      0.69259116       1.0249899
       2.2462312      0.69120885       1.0203096
      0.59538484      0.74436560       1.0281681
       3.6665923      0.74840248       1.0304444
       4.1241231      0.79041384       1.0182794
       3.8682244      0.78595984       1.0178081
       3.7258653      0.79274791       1.0255074
       3.7250516      0.80087322       1.0266695
       4.6404302      0.81505673       1.0186684
       3.3681005      0.84032342       1.0287989
       1.6595982      0.83965580       1.0208216
      0.61165911      0.83262194       1.0271837
       3.4563391      0.85430971       1.0167674
       3.3501077      0.86121632       1.0293427
       2.9255468      0.92665866       1.0217287
       3.1642216      0.99115974       1.0318680
      0.81837525       1.0331782       1.0292832
       5.4241870       1.0542226       1.0203272
       4.2261395       1.1562102       1.0246369
      0.59836218       1.2225713       1.0177349
       5.1407656       1.2462355       1.0232771
      0.58371702       1.2469655       1.0236867
      0.68719612       1.2614418       1.0171653
      0.52881803       1.3401390       1.0292383
       5.3959432       1.3662462       1.0243636
      0.28373470       1.3956638       1.0234975
       2.0642409       1.5019298       1.0221390
       1.1976640       1.5129486       1.0203518
       3.9351548       1.5199119       1.0268507
      0.86700574       1.5297620       1.0159257
      0.83214600       1.5591592       1.0295661
       2.4109993       1.5643538       1.0322375
       1.4839603       1.5912012       1.0222783
      0.11399033       1.5792441       1.0273500
       5.1061691       1.6035671       1.0272013
       4.6095449       1.5977990       1.0186947
       3.6112891       1.6202176       1.0218648
       1.2630473       1.6156403       1.0219708
       1.8617815       1.6518328       1.0245004
       2.3852105       1.7105177       1.0169730
      0.71995219       1.7366476       1.0214308
      0.57812201       1.7414223       1.0210619
      0.56996281       1.7397230       1.0258889
       3.7806447       1.7703146       1.0310567
       4.8935800       1.7859299       1.0229709
      0.68336060       1.8387563       1.0296180
      0.11472438       1.9470154       1.0235030
       1.8702320       2.0012251       1.0235522
       4.9563533       2.0312831       1.0318732
       1.8766068       2.0279679       1.0286752
      0.42901353       2.0842993       1.0211487
       4.9293494       2.0858292       1.0242014
       3.0294166       2.2775607       1.0162944
       6.2250743       2.3044696       1.0311122
       5.7693677       2.3001512       1.0204409
       2.0274037       2.2990229       1.0207415
       5.6955693       2.3148034       1.0186423
       5.6753339       2.3191489       1.0223823
     0.018969916       2.3591873       1.0165156
       6.0210434       2.3635709       1.0213446
       5.3193625       2.3679914       1.0280741
       5.9406297       2.4228720       1.0228092
       5.9412544       2.4291609       1.0237253
       5.6938341       2.4571434       1.0227233
       5.6658180       2.4586228       1.0316358
       5.0733049       2.4709871       1.0174345
       5.7405431       2.6085144       1.0160828
